material,span_m,T_horiz_N,sag_m,mass_per_m_kg
dyneema_sk78_8mm_12strand,100.0,14618.64406779661,0.03857283098448351,0.046
dyneema_sk78_8mm_12strand,100.0,15033.898305084746,0.03750740289020669,0.046
dyneema_sk78_8mm_12strand,100.0,15449.152542372882,0.03649924962339204,0.046
dyneema_sk78_8mm_12strand,100.0,15864.406779661016,0.03554387364179483,0.046
dyneema_sk78_8mm_12strand,100.0,16279.661016949152,0.03463723627719107,0.046
dyneema_sk78_8mm_12strand,100.0,16694.91525423729,0.03377570069710107,0.046
dyneema_sk78_8mm_12strand,100.0,17110.169491525423,0.03295598310570934,0.046
dyneema_sk78_8mm_12strand,100.0,17525.42372881356,0.03217511094597803,0.046
dyneema_sk78_8mm_12strand,100.0,17940.677966101695,0.03143038687628437,0.046
dyneema_sk78_8mm_12strand,100.0,18355.93220338983,0.030719357625419896,0.046
dyneema_sk78_8mm_12strand,100.0,18771.186440677964,0.030039787019699286,0.046
dyneema_sk78_8mm_12strand,100.0,19186.4406779661,0.029389632472022142,0.046
dyneema_sk78_8mm_12strand,100.0,19601.694915254237,0.028767024462552346,0.046
dyneema_sk78_8mm_12strand,100.0,20016.949152542373,0.028170248644054447,0.046
dyneema_sk78_8mm_12strand,100.0,20432.20338983051,0.027597729985599707,0.046
dyneema_sk78_8mm_12strand,100.0,20847.457627118645,0.027048019000652145,0.046
dyneema_sk78_8mm_12strand,100.0,21262.711864406778,0.02651977938996135,0.046
dyneema_sk78_8mm_12strand,100.0,21677.966101694914,0.026011777273459005,0.046
dyneema_sk78_8mm_12strand,100.0,22093.22033898305,0.0255228715062301,0.046
dyneema_sk78_8mm_12strand,100.0,22508.474576271186,0.02505200520214032,0.046
dyneema_sk78_8mm_12strand,100.0,22923.728813559323,0.024598198015866178,0.046
dyneema_sk78_8mm_12strand,100.0,23338.98305084746,0.024160539368340887,0.046
dyneema_sk78_8mm_12strand,100.0,23754.23728813559,0.02373818239009483,0.046
dyneema_sk78_8mm_12strand,100.0,24169.491525423728,0.023330338384533342,0.046
dyneema_sk78_8mm_12strand,100.0,24584.745762711864,0.022936271944840516,0.046
dyneema_sk78_8mm_12strand,100.0,25000.0,0.022555296531878884,0.046
uhmwpe_spectra_8mm,50.0,500.0,0.27582322164439077,0.045
uhmwpe_spectra_8mm,50.0,915.2542372881355,0.15067691556755405,0.045
uhmwpe_spectra_8mm,50.0,1330.508474576271,0.10364970116224786,0.045
uhmwpe_spectra_8mm,50.0,1745.7627118644068,0.0789949708808613,0.045
uhmwpe_spectra_8mm,50.0,2161.016949152542,0.06381547132449246,0.045
uhmwpe_spectra_8mm,50.0,2576.271186440678,0.05352939050023633,0.045
uhmwpe_spectra_8mm,50.0,2991.5254237288136,0.04609894699029449,0.045
uhmwpe_spectra_8mm,50.0,3406.779661016949,0.040479910609963095,0.045
uhmwpe_spectra_8mm,50.0,3822.0338983050847,0.03608186506074307,0.045
uhmwpe_spectra_8mm,50.0,4237.28813559322,0.03254583807331225,0.045
uhmwpe_spectra_8mm,50.0,4652.542372881356,0.02964101542662239,0.045
uhmwpe_spectra_8mm,50.0,5067.796610169491,0.02721223456545031,0.045
uhmwpe_spectra_8mm,50.0,5483.050847457627,0.025151337456069654,0.045
uhmwpe_spectra_8mm,50.0,5898.3050847457625,0.023380624408555446,0.045
uhmwpe_spectra_8mm,50.0,6313.559322033898,0.021842837563240913,0.045
uhmwpe_spectra_8mm,50.0,6728.813559322034,0.020494853260392718,0.045
uhmwpe_spectra_8mm,50.0,7144.067796610169,0.019303574232428986,0.045
uhmwpe_spectra_8mm,50.0,7559.322033898305,0.01824317570877989,0.045
uhmwpe_spectra_8mm,50.0,7974.576271186441,0.0172932119434385,0.045
uhmwpe_spectra_8mm,50.0,8389.830508474577,0.016437285037011844,0.045
uhmwpe_spectra_8mm,50.0,8805.084745762711,0.015662090445747987,0.045
uhmwpe_spectra_8mm,50.0,9220.338983050848,0.014956720392705427,0.045
uhmwpe_spectra_8mm,50.0,9635.593220338982,0.01431214742387405,0.045
uhmwpe_spectra_8mm,50.0,10050.847457627118,0.01372083598258768,0.045
uhmwpe_spectra_8mm,50.0,10466.101694915254,0.01317644643964761,0.045
uhmwpe_spectra_8mm,50.0,10881.355932203389,0.012673606884736531,0.045
uhmwpe_spectra_8mm,50.0,11296.610169491525,0.01220773528484025,0.045
uhmwpe_spectra_8mm,50.0,11711.864406779661,0.011774899453825507,0.045
uhmwpe_spectra_8mm,50.0,12127.118644067796,0.011371705778440797,0.045
uhmwpe_spectra_8mm,50.0,12542.372881355932,0.01099521006220348,0.045
uhmwpe_spectra_8mm,50.0,12957.627118644068,0.010642845538025402,0.045
uhmwpe_spectra_8mm,50.0,13372.881355932202,0.010312364238792863,0.045
uhmwpe_spectra_8mm,50.0,13788.135593220339,0.010001789007615855,0.045
uhmwpe_spectra_8mm,50.0,14203.389830508475,0.00970937390328569,0.045
uhmwpe_spectra_8mm,50.0,14618.64406779661,0.009433571371530683,0.045
uhmwpe_spectra_8mm,50.0,15033.898305084746,0.00917300483493284,0.045
uhmwpe_spectra_8mm,50.0,15449.152542372882,0.008926445716908867,0.045
uhmwpe_spectra_8mm,50.0,15864.406779661016,0.008692794070541805,0.045
uhmwpe_spectra_8mm,50.0,16279.661016949152,0.008471062190663204,0.045
uhmwpe_spectra_8mm,50.0,16694.91525423729,0.008260360625399588,0.045
uhmwpe_spectra_8mm,50.0,17110.169491525423,0.008059886282408328,0.045
uhmwpe_spectra_8mm,50.0,17525.42372881356,0.007868912177610368,0.045
uhmwpe_spectra_8mm,50.0,17940.677966101695,0.0076867786303830895,0.045
uhmwpe_spectra_8mm,50.0,18355.93220338983,0.007512885659943666,0.045
uhmwpe_spectra_8mm,50.0,18771.186440677964,0.007346686374963837,0.045
uhmwpe_spectra_8mm,50.0,19186.4406779661,0.0071876812261315185,0.045
uhmwpe_spectra_8mm,50.0,19601.694915254237,0.007035413002427113,0.045
uhmwpe_spectra_8mm,50.0,20016.949152542373,0.006889462427491899,0.045
uhmwpe_spectra_8mm,50.0,20432.20338983051,0.006749444310688861,0.045
uhmwpe_spectra_8mm,50.0,20847.457627118645,0.006615004153387841,0.045
uhmwpe_spectra_8mm,50.0,21262.711864406778,0.0064858151538096966,0.045
uhmwpe_spectra_8mm,50.0,21677.966101694914,0.006361575524725779,0.045
uhmwpe_spectra_8mm,50.0,22093.22033898305,0.006242006207652604,0.045
uhmwpe_spectra_8mm,50.0,22508.474576271186,0.006126848711625795,0.045
uhmwpe_spectra_8mm,50.0,22923.728813559323,0.00601586327303769,0.045
uhmwpe_spectra_8mm,50.0,23338.98305084746,0.0059088272109402455,0.045
uhmwpe_spectra_8mm,50.0,23754.23728813559,0.005805533409639147,0.045
uhmwpe_spectra_8mm,50.0,24169.491525423728,0.005705788959075846,0.045
uhmwpe_spectra_8mm,50.0,24584.745762711864,0.005609414040999491,0.045
uhmwpe_spectra_8mm,50.0,25000.0,0.005516240714557828,0.045
uhmwpe_spectra_8mm,75.0,500.0,0.6206337228337684,0.045
uhmwpe_spectra_8mm,75.0,915.2542372881355,0.33902819126892886,0.045
uhmwpe_spectra_8mm,75.0,1330.508474576271,0.2332134979015407,0.045
uhmwpe_spectra_8mm,75.0,1745.7627118644068,0.17773942389498884,0.045
uhmwpe_spectra_8mm,75.0,2161.016949152542,0.14358520030223187,0.045
uhmwpe_spectra_8mm,75.0,2576.271186440678,0.12044135869956618,0.045
uhmwpe_spectra_8mm,75.0,2991.5254237288136,0.10372277767405294,0.045
uhmwpe_spectra_8mm,75.0,3406.779661016949,0.09107989836819999,0.045
uhmwpe_spectra_8mm,75.0,3822.0338983050847,0.08118426685189234,0.045
uhmwpe_spectra_8mm,75.0,4237.28813559322,0.07322818737647921,0.045
uhmwpe_spectra_8mm,75.0,4652.542372881356,0.0666923237732187,0.045
uhmwpe_spectra_8mm,75.0,5067.796610169491,0.06122755800090348,0.045
uhmwpe_spectra_8mm,75.0,5483.050847457627,0.056590533140276324,0.045
uhmwpe_spectra_8mm,75.0,5898.3050847457625,0.052606424091221765,0.045
uhmwpe_spectra_8mm,75.0,6313.559322033898,0.04914640015001628,0.045
uhmwpe_spectra_8mm,75.0,6728.813559322034,0.04611343274970235,0.045
uhmwpe_spectra_8mm,75.0,7144.067796610169,0.04343305281041033,0.045
uhmwpe_spectra_8mm,75.0,7559.322033898305,0.041047154452371025,0.045
uhmwpe_spectra_8mm,75.0,7974.576271186441,0.03890973463089835,0.045
uhmwpe_spectra_8mm,75.0,8389.830508474577,0.036983897998924306,0.045
uhmwpe_spectra_8mm,75.0,8805.084745762711,0.03523970926685203,0.045
uhmwpe_spectra_8mm,75.0,9220.338983050848,0.03365262589984728,0.045
uhmwpe_spectra_8mm,75.0,9635.593220338982,0.03220233610350842,0.045
uhmwpe_spectra_8mm,75.0,10050.847457627118,0.030871884840955308,0.045
uhmwpe_spectra_8mm,75.0,10466.101694915254,0.029647007917460992,0.045
uhmwpe_spectra_8mm,75.0,10881.355932203389,0.02851561853890506,0.045
uhmwpe_spectra_8mm,75.0,11296.610169491525,0.02746740712632255,0.045
uhmwpe_spectra_8mm,75.0,11711.864406779661,0.026493526225522847,0.045
uhmwpe_spectra_8mm,75.0,12127.118644067796,0.02558634020580102,0.045
uhmwpe_spectra_8mm,75.0,12542.372881355932,0.02473922463418132,0.045
uhmwpe_spectra_8mm,75.0,12957.627118644068,0.02394640426816438,0.045
uhmwpe_spectra_8mm,75.0,13372.881355932202,0.023202821179089998,0.045
uhmwpe_spectra_8mm,75.0,13788.135593220339,0.022504026765668747,0.045
uhmwpe_spectra_8mm,75.0,14203.389830508475,0.021846092656325287,0.045
uhmwpe_spectra_8mm,75.0,14618.64406779661,0.021225536845579006,0.045
uhmwpe_spectra_8mm,75.0,15033.898305084746,0.020639262030289818,0.045
uhmwpe_spectra_8mm,75.0,15449.152542372882,0.020084503922172363,0.045
uhmwpe_spectra_8mm,75.0,15864.406779661016,0.019558787646535118,0.045
uhmwpe_spectra_8mm,75.0,16279.661016949152,0.019059890838225593,0.045
uhmwpe_spectra_8mm,75.0,16694.91525423729,0.018585812255572456,0.045
uhmwpe_spectra_8mm,75.0,17110.169491525423,0.0181347449253102,0.045
uhmwpe_spectra_8mm,75.0,17525.42372881356,0.017705053131526545,0.045
uhmwpe_spectra_8mm,75.0,17940.677966101695,0.017295252599904287,0.045
uhmwpe_spectra_8mm,75.0,18355.93220338983,0.016903993367538603,0.045
uhmwpe_spectra_8mm,75.0,18771.186440677964,0.01653004492689308,0.045
uhmwpe_spectra_8mm,75.0,19186.4406779661,0.016172283316306914,0.045
uhmwpe_spectra_8mm,75.0,19601.694915254237,0.01582967977818993,0.045
uhmwpe_spectra_8mm,75.0,20016.949152542373,0.015501290955372506,0.045
uhmwpe_spectra_8mm,75.0,20432.20338983051,0.015186250166821307,0.045
uhmwpe_spectra_8mm,75.0,20847.457627118645,0.014883759785687069,0.045
uhmwpe_spectra_8mm,75.0,21262.711864406778,0.014593084491918868,0.045
uhmwpe_spectra_8mm,75.0,21677.966101694914,0.014313545315122684,0.045
uhmwpe_spectra_8mm,75.0,22093.22033898305,0.014044514331282046,0.045
uhmwpe_spectra_8mm,75.0,22508.474576271186,0.013785409943751032,0.045
uhmwpe_spectra_8mm,75.0,22923.728813559323,0.013535692698830315,0.045
uhmwpe_spectra_8mm,75.0,23338.98305084746,0.0132948615446196,0.045
uhmwpe_spectra_8mm,75.0,23754.23728813559,0.013062450455553012,0.045
uhmwpe_spectra_8mm,75.0,24169.491525423728,0.012838025446747904,0.045
uhmwpe_spectra_8mm,75.0,24584.745762711864,0.01262118184583564,0.045
uhmwpe_spectra_8mm,75.0,25000.0,0.012411541856190894,0.045
uhmwpe_spectra_8mm,100.0,500.0,1.1034271800289144,0.045
uhmwpe_spectra_8mm,100.0,915.2542372881355,0.6027295557541641,0.045
uhmwpe_spectra_8mm,100.0,1330.508474576271,0.4146059312355813,0.045
uhmwpe_spectra_8mm,100.0,1745.7627118644068,0.3159830383606023,0.045
uhmwpe_spectra_8mm,100.0,2161.016949152542,0.2552635485437434,0.045
uhmwpe_spectra_8mm,100.0,2576.271186440678,0.21411854365128233,0.045
uhmwpe_spectra_8mm,100.0,2991.5254237288136,0.1843964149361303,0.045
uhmwpe_spectra_8mm,100.0,3406.779661016949,0.16192006695987865,0.045
uhmwpe_spectra_8mm,100.0,3822.0338983050847,0.14432776088675886,0.045
uhmwpe_spectra_8mm,100.0,4237.28813559322,0.13018357292511623,0.045
uhmwpe_spectra_8mm,100.0,4652.542372881356,0.11856422837477495,0.045
uhmwpe_spectra_8mm,100.0,5067.796610169491,0.10884906722900338,0.045
uhmwpe_spectra_8mm,100.0,5483.050847457627,0.10060545165095958,0.045
uhmwpe_spectra_8mm,100.0,5898.3050847457625,0.09352257943265718,0.045
uhmwpe_spectra_8mm,100.0,6313.559322033898,0.08737141694856314,0.045
uhmwpe_spectra_8mm,100.0,6728.813559322034,0.08197946814007939,0.045
uhmwpe_spectra_8mm,100.0,7144.067796610169,0.0772143429659737,0.045
uhmwpe_spectra_8mm,100.0,7559.322033898305,0.07297274169225376,0.045
uhmwpe_spectra_8mm,100.0,7974.576271186441,0.06917288087283653,0.045
uhmwpe_spectra_8mm,100.0,8389.830508474577,0.06574916857941975,0.045
uhmwpe_spectra_8mm,100.0,8805.084745762711,0.06264838637157823,0.045
uhmwpe_spectra_8mm,100.0,9220.338983050848,0.05982690297662422,0.045
uhmwpe_spectra_8mm,100.0,9635.593220338982,0.057248608458244754,0.045
uhmwpe_spectra_8mm,100.0,10050.847457627118,0.05488336047243625,0.045
uhmwpe_spectra_8mm,100.0,10466.101694915254,0.05270580039317954,0.045
uhmwpe_spectra_8mm,100.0,10881.355932203389,0.05069444055867387,0.045
uhmwpe_spectra_8mm,100.0,11296.610169491525,0.048830952791590755,0.045
uhmwpe_spectra_8mm,100.0,11711.864406779661,0.047099608269402925,0.045
uhmwpe_spectra_8mm,100.0,12127.118644067796,0.04548683251678192,0.045
uhmwpe_spectra_8mm,100.0,12542.372881355932,0.04398084875581791,0.045
uhmwpe_spectra_8mm,100.0,12957.627118644068,0.04257138986499376,0.045
uhmwpe_spectra_8mm,100.0,13372.881355932202,0.04124946396649077,0.045
uhmwpe_spectra_8mm,100.0,13788.135593220339,0.0400071624269796,0.045
uhmwpe_spectra_8mm,100.0,14203.389830508475,0.03883750147334893,0.045
uhmwpe_spectra_8mm,100.0,14618.64406779661,0.037734290863017106,0.045
uhmwpe_spectra_8mm,100.0,15033.898305084746,0.03669202427176738,0.045
uhmwpe_spectra_8mm,100.0,15449.152542372882,0.03570578740730819,0.045
uhmwpe_spectra_8mm,100.0,15864.406779661016,0.03477118048886671,0.045
uhmwpe_spectra_8mm,100.0,16279.661016949152,0.03388425265351639,0.045
uhmwpe_spectra_8mm,100.0,16694.91525423729,0.0330414461136979,0.045
uhmwpe_spectra_8mm,100.0,17110.169491525423,0.032239548487210105,0.045
uhmwpe_spectra_8mm,100.0,17525.42372881356,0.03147565182323467,0.045
uhmwpe_spectra_8mm,100.0,17940.677966101695,0.030747117419215667,0.045
uhmwpe_spectra_8mm,100.0,18355.93220338983,0.030051545345919903,0.045
uhmwpe_spectra_8mm,100.0,18771.186440677964,0.029386748021651747,0.045
uhmwpe_spectra_8mm,100.0,19186.4406779661,0.02875072726972425,0.045
uhmwpe_spectra_8mm,100.0,19601.694915254237,0.028141654238703486,0.045
uhmwpe_spectra_8mm,100.0,20016.949152542373,0.027557851804891526,0.045
uhmwpe_spectra_8mm,100.0,20432.20338983051,0.026997779216647814,0.045
uhmwpe_spectra_8mm,100.0,20847.457627118645,0.026460018480705363,0.045
uhmwpe_spectra_8mm,100.0,21262.711864406778,0.025943262337708387,0.045
uhmwpe_spectra_8mm,100.0,21677.966101694914,0.02544630374593693,0.045
uhmwpe_spectra_8mm,100.0,22093.22033898305,0.024968026386913204,0.045
uhmwpe_spectra_8mm,100.0,22508.474576271186,0.024507396307478262,0.045
uhmwpe_spectra_8mm,100.0,22923.728813559323,0.02406345448780445,0.045
uhmwpe_spectra_8mm,100.0,23338.98305084746,0.023635310170750243,0.045
uhmwpe_spectra_8mm,100.0,23754.23728813559,0.023222134869633967,0.045
uhmwpe_spectra_8mm,100.0,24169.491525423728,0.02282315704025697,0.045
uhmwpe_spectra_8mm,100.0,24584.745762711864,0.022437657277305803,0.045
uhmwpe_spectra_8mm,100.0,25000.0,0.022064963927448597,0.045
