site,panel_area_m2,battery_capacity_Wh,annual_grid_hours,annual_grid_kWh,annual_curtailed_kWh
Palencia_ES,4.0,9333.333333333332,3642.0,3492.8158033616032,0.0
Palencia_ES,4.0,11777.777777777777,3641.0,3491.877136694936,0.0
Palencia_ES,4.0,14222.222222222223,3641.0,3490.93847002827,0.0
Palencia_ES,4.0,16666.666666666664,3640.0,3489.999803361603,0.0
Palencia_ES,4.0,19111.11111111111,3640.0,3489.061136694936,0.0
Palencia_ES,4.0,21555.555555555555,3639.0,3488.12247002827,0.0
Palencia_ES,4.0,24000.0,3639.0,3487.183803361603,0.0
Palencia_ES,6.888888888888889,2000.0,3017.0,2836.8259869996473,58.89280944989558
Palencia_ES,6.888888888888889,4444.444444444444,2983.0,2781.6117071439567,0.0
Palencia_ES,6.888888888888889,6888.888888888889,2982.0,2780.6730404772898,0.0
Palencia_ES,6.888888888888889,9333.333333333332,2982.0,2779.7343738106233,0.0
Palencia_ES,6.888888888888889,11777.777777777777,2981.0,2778.795707143957,0.0
Palencia_ES,6.888888888888889,14222.222222222223,2981.0,2777.8570404772904,0.0
Palencia_ES,6.888888888888889,16666.666666666664,2980.0,2776.9183738106235,0.0
Palencia_ES,6.888888888888889,19111.11111111111,2979.0,2775.9797071439566,0.0
Palencia_ES,6.888888888888889,21555.555555555555,2979.0,2775.04104047729,0.0
Palencia_ES,6.888888888888889,24000.0,2978.0,2774.1023738106232,0.0
Palencia_ES,9.777777777777779,2000.0,2661.0,2265.31273342214,212.4063443940117
Palencia_ES,9.777777777777779,4444.444444444444,2435.0,2074.238167382209,6.095689692119005
Palencia_ES,9.777777777777779,6888.888888888889,2424.0,2067.681713095286,0.0
Palencia_ES,9.777777777777779,9333.333333333332,2424.0,2066.743046428619,0.0
Palencia_ES,9.777777777777779,11777.777777777777,2423.0,2065.8043797619525,0.0
Palencia_ES,9.777777777777779,14222.222222222223,2422.0,2064.865713095286,0.0
Palencia_ES,9.777777777777779,16666.666666666664,2422.0,2063.927046428619,0.0
Palencia_ES,9.777777777777779,19111.11111111111,2421.0,2062.9883797619527,0.0
Palencia_ES,9.777777777777779,21555.555555555555,2421.0,2062.049713095286,0.0
Palencia_ES,9.777777777777779,24000.0,2420.0,2061.1110464286194,0.0
Palencia_ES,12.666666666666666,2000.0,2244.0,1725.3028109093605,399.85756121890284
Palencia_ES,12.666666666666666,4444.444444444444,1869.0,1500.5192050374624,156.9702573937819
Palencia_ES,12.666666666666666,6888.888888888889,1822.0,1473.3849912352143,128.54626961645874
Palencia_ES,12.666666666666666,9333.333333333332,1817.0,1469.9573488296564,125.84555809422399
Palencia_ES,12.666666666666666,11777.777777777777,1812.0,1467.0240154963233,123.68120624237196
Palencia_ES,12.666666666666666,14222.222222222223,1807.0,1464.0906821629899,121.51685439052005
Palencia_ES,12.666666666666666,16666.666666666664,1804.0,1461.1573488296565,119.35250253866819
Palencia_ES,12.666666666666666,19111.11111111111,1800.0,1458.224015496323,117.18815068681674
Palencia_ES,12.666666666666666,21555.555555555555,1797.0,1455.2906821629897,115.02379883496504
Palencia_ES,12.666666666666666,24000.0,1795.0,1452.3573488296563,112.8594469831132
Palencia_ES,15.555555555555555,2000.0,1748.0,1283.3905399396472,687.0789549632458
Palencia_ES,15.555555555555555,4444.444444444444,1487.0,1150.919650964857,544.3573595768274
Palencia_ES,15.555555555555555,6888.888888888889,1467.0,1142.2003757247555,535.9148589546106
Palencia_ES,15.555555555555555,9333.333333333332,1460.0,1138.650096648973,533.0810781287468
Palencia_ES,15.555555555555555,11777.777777777777,1456.0,1135.7167633156394,530.9167262768948
Palencia_ES,15.555555555555555,14222.222222222223,1452.0,1132.7834299823062,528.7523744250428
Palencia_ES,15.555555555555555,16666.666666666664,1449.0,1129.850096648973,526.588022573191
Palencia_ES,15.555555555555555,19111.11111111111,1447.0,1126.9167633156396,524.4236707213403
Palencia_ES,15.555555555555555,21555.555555555555,1444.0,1123.9834299823062,522.2593188694884
Palencia_ES,15.555555555555555,24000.0,1441.0,1121.0500966489728,520.0949670176366
Palencia_ES,18.444444444444443,2000.0,1362.0,990.7265740923365,1127.3634354068176
Palencia_ES,18.444444444444443,4444.444444444444,1206.0,917.3371293002956,1048.7493098367497
Palencia_ES,18.444444444444443,6888.888888888889,1190.0,909.6187256561623,1041.3928244011306
Palencia_ES,18.444444444444443,9333.333333333332,1186.0,906.6853923228288,1039.2284725492782
Palencia_ES,18.444444444444443,11777.777777777777,1182.0,903.7520589894955,1037.0641206974262
Palencia_ES,18.444444444444443,14222.222222222223,1180.0,900.8187256561622,1034.8997688455743
Palencia_ES,18.444444444444443,16666.666666666664,1175.0,897.885392322829,1032.7354169937225
Palencia_ES,18.444444444444443,19111.11111111111,1172.0,894.9520589894955,1030.571065141872
Palencia_ES,18.444444444444443,21555.555555555555,1167.0,892.0187256561622,1028.4067132900202
Palencia_ES,18.444444444444443,24000.0,1159.0,889.0853923228287,1026.2423614381685
Palencia_ES,21.333333333333332,2000.0,1103.0,790.4488669866278,1661.8281891456013
Palencia_ES,21.333333333333332,4444.444444444444,1020.0,747.1122590393907,1615.8234785547047
Palencia_ES,21.333333333333332,6888.888888888889,1013.0,741.7518398343441,1611.0255699844142
Palencia_ES,21.333333333333332,9333.333333333332,1009.0,738.6013192509159,1608.625554883761
Palencia_ES,21.333333333333332,11777.777777777777,1004.0,735.6679859175827,1606.461203031909
Palencia_ES,21.333333333333332,14222.222222222223,1000.0,732.7346525842491,1604.296851180057
Palencia_ES,21.333333333333332,16666.666666666664,996.0,729.8013192509159,1602.1324993282053
Palencia_ES,21.333333333333332,19111.11111111111,990.0,726.8679859175828,1599.968147476355
Palencia_ES,21.333333333333332,21555.555555555555,984.0,723.9346525842495,1597.803795624503
Palencia_ES,21.333333333333332,24000.0,980.0,721.001319250916,1595.6394437726512
Palencia_ES,24.22222222222222,2000.0,933.0,635.0614086171161,2240.5604483653055
Palencia_ES,24.22222222222222,4444.444444444444,857.0,600.5197189792385,2204.098834898279
Palencia_ES,24.22222222222222,6888.888888888889,850.0,594.9250668438453,2199.046767332387
Palencia_ES,24.22222222222222,9333.333333333332,844.0,591.991733510512,2196.8824154805347
Palencia_ES,24.22222222222222,11777.777777777777,838.0,589.0584001771787,2194.718063628683
Palencia_ES,24.22222222222222,14222.222222222223,832.0,586.1250668438454,2192.5537117768313
Palencia_ES,24.22222222222222,16666.666666666664,828.0,583.191733510512,2190.389359924979
Palencia_ES,24.22222222222222,19111.11111111111,826.0,580.2584001771788,2188.2250080731287
